order_id,material_id,item_number,quantity,amount
SO00464,MAT0193,30,643,138527.92
SO00464,MAT0174,40,579,104885.85
SO00465,MAT0086,10,545,161352.7
SO00466,MAT0053,10,626,166916.64
SO00466,MAT0043,20,502,237953.02
SO00466,MAT0053,30,86,22931.04
SO00467,MAT0048,10,21,4381.65
SO00467,MAT0001,20,707,227646.93
SO00467,MAT0083,30,101,9847.5
SO00467,MAT0011,40,35,530.95
SO00467,MAT0155,50,441,214705.26
SO00468,MAT0064,10,744,362915.76
SO00468,MAT0010,20,692,156807.2
SO00469,MAT0116,10,267,79937.13
SO00469,MAT0071,20,767,79560.91
SO00470,MAT0098,10,410,98584.5
SO00471,MAT0097,10,90,1101.6
SO00471,MAT0107,20,648,1775.52
SO00472,MAT0039,10,513,35473.95
SO00472,MAT0136,20,838,179792.9
SO00472,MAT0054,30,547,102316.35
SO00472,MAT0162,40,434,43104.88
SO00472,MAT0159,50,258,116182.56
SO00473,MAT0004,10,927,402911.28
SO00473,MAT0048,20,212,44233.8
SO00473,MAT0048,30,658,137291.7
SO00473,MAT0157,40,906,95220.6
SO00474,MAT0113,10,887,4435.0
SO00474,MAT0032,20,936,297226.8
SO00474,MAT0026,30,418,62202.58
SO00475,MAT0098,10,102,24525.9
SO00476,MAT0159,10,472,212551.04
SO00476,MAT0127,20,885,409657.65
SO00476,MAT0032,30,601,190847.55
SO00477,MAT0187,10,262,19537.34
SO00477,MAT0067,20,386,187291.06
SO00477,MAT0027,30,521,252481.81
SO00477,MAT0093,40,805,102194.75
SO00477,MAT0047,50,310,34627.0
SO00478,MAT0143,10,621,287640.99
SO00478,MAT0121,20,533,16213.86
SO00478,MAT0062,30,653,152984.84
SO00478,MAT0127,40,588,272179.32
SO00478,MAT0065,50,380,82604.4
SO00479,MAT0056,10,693,307955.34
SO00479,MAT0021,20,411,104620.05
SO00479,MAT0013,30,197,90807.15
SO00479,MAT0119,40,847,91476.0
SO00480,MAT0088,10,724,344464.72
SO00480,MAT0033,20,71,27824.9
SO00481,MAT0024,10,11,4305.73
SO00481,MAT0190,20,404,16935.68
SO00481,MAT0020,30,954,443257.02
SO00481,MAT0024,40,290,113514.7
SO00482,MAT0161,10,602,257096.14
SO00483,MAT0080,10,415,171316.15
SO00484,MAT0036,10,204,73905.12
SO00484,MAT0188,20,608,264084.8
SO00484,MAT0099,30,582,143288.4
SO00484,MAT0056,40,366,162643.08
SO00484,MAT0041,50,174,67047.42
SO00485,MAT0196,10,456,184648.08
SO00486,MAT0030,10,401,140149.5
SO00486,MAT0082,20,442,129404.34
SO00486,MAT0077,30,850,293258.5
SO00486,MAT0054,40,195,36474.75
SO00486,MAT0036,50,503,182226.84
SO00487,MAT0167,10,917,409357.97
SO00487,MAT0005,20,680,242148.0
SO00487,MAT0176,30,19,8210.66
SO00487,MAT0110,40,132,2906.64
SO00488,MAT0002,10,926,398587.44
SO00488,MAT0124,20,347,54024.43
SO00488,MAT0176,30,352,152113.28
SO00489,MAT0079,10,309,52183.92
SO00489,MAT0143,20,213,98659.47
SO00489,MAT0135,30,76,19896.8
SO00489,MAT0138,40,816,162865.44
SO00490,MAT0130,10,984,119378.88
SO00490,MAT0106,20,778,292862.54
SO00490,MAT0158,30,427,72658.32
SO00490,MAT0058,40,799,123237.76
SO00491,MAT0122,10,741,260832.0
SO00491,MAT0156,20,259,114700.74
SO00491,MAT0048,30,370,77200.5
SO00491,MAT0011,40,881,13364.77
SO00492,MAT0059,10,485,151475.2
SO00493,MAT0115,10,959,303628.99
SO00493,MAT0135,20,424,111003.2
SO00494,MAT0076,10,705,134838.3
SO00494,MAT0177,20,155,44726.8
SO00494,MAT0002,30,995,428287.8
SO00495,MAT0185,10,874,301626.14
SO00495,MAT0149,20,601,186352.07
SO00495,MAT0126,30,493,117905.88
SO00495,MAT0191,40,612,136378.08
SO00496,MAT0170,10,537,154532.49
SO00496,MAT0185,20,226,77994.86
SO00496,MAT0081,30,419,100539.05
SO00496,MAT0022,40,733,26930.42
SO00497,MAT0057,10,48,19931.04
SO00497,MAT0091,20,327,4564.92
SO00498,MAT0141,10,660,272349.0
SO00499,MAT0051,10,797,306924.7
SO00499,MAT0180,20,821,90991.43
SO00499,MAT0124,30,125,19461.25
SO00500,MAT0042,10,970,386651.7
SO00500,MAT0031,20,723,63060.06
SO00501,MAT0134,10,268,78585.64
SO00501,MAT0086,20,923,273263.38
SO00501,MAT0130,30,484,58718.88
SO00502,MAT0043,10,172,81529.72
SO00502,MAT0182,20,113,28526.85
SO00502,MAT0123,30,483,177101.61
SO00502,MAT0012,40,389,98409.22
SO00502,MAT0120,50,266,12642.98
SO00503,MAT0061,10,417,182208.15
SO00503,MAT0086,20,703,208130.18
SO00503,MAT0061,30,6,2621.7
SO00503,MAT0042,40,993,395819.73
SO00503,MAT0073,50,78,14641.38
SO00504,MAT0095,10,238,8222.9
SO00504,MAT0152,20,77,25460.82
SO00504,MAT0182,30,803,202717.35
SO00505,MAT0034,10,406,198261.98
SO00505,MAT0074,20,728,134075.76
SO00505,MAT0159,30,993,447167.76
SO00505,MAT0199,40,859,46609.34
SO00505,MAT0066,50,592,91286.4
SO00506,MAT0072,10,27,9770.49
SO00506,MAT0040,20,505,103494.7
SO00506,MAT0060,30,659,100174.59
SO00506,MAT0156,40,593,262615.98
SO00507,MAT0060,10,546,82997.46
SO00507,MAT0163,20,274,26942.42
SO00507,MAT0086,30,348,103028.88
SO00507,MAT0081,40,779,186921.05
SO00508,MAT0199,10,351,19045.26
SO00509,MAT0165,10,79,15468.2
SO00509,MAT0103,20,785,348626.35
SO00509,MAT0042,30,335,133534.35
SO00509,MAT0190,40,322,13498.24
SO00509,MAT0117,50,348,151915.92
SO00510,MAT0138,10,88,17563.92
SO00510,MAT0116,20,112,33531.68
SO00510,MAT0194,30,793,390568.36
SO00510,MAT0175,40,246,52097.88
SO00511,MAT0187,10,220,16405.4
SO00511,MAT0178,20,822,339412.02
SO00512,MAT0032,10,572,181638.6
SO00513,MAT0191,10,443,98718.12
SO00514,MAT0017,10,736,80746.56
SO00514,MAT0076,20,734,140384.84
SO00515,MAT0146,10,359,135992.79
SO00515,MAT0139,20,157,65012.13
SO00515,MAT0088,30,271,128936.38
SO00515,MAT0167,40,811,362038.51
SO00516,MAT0156,10,139,61557.54
SO00516,MAT0146,20,749,283728.69
SO00516,MAT0194,30,536,263990.72
SO00516,MAT0187,40,667,49738.19
SO00516,MAT0186,50,696,334922.16
SO00517,MAT0049,10,159,67937.52
SO00518,MAT0116,10,222,66464.58
SO00518,MAT0034,20,891,435102.03
SO00518,MAT0070,30,276,98562.36
SO00518,MAT0190,40,396,16600.32
SO00519,MAT0171,10,587,144108.5
SO00520,MAT0150,10,26,10048.74
SO00520,MAT0073,20,765,143598.15
SO00521,MAT0050,10,624,278322.72
SO00521,MAT0104,20,374,38439.72
SO00521,MAT0116,30,704,210770.56
SO00521,MAT0123,40,680,249335.6
SO00522,MAT0155,10,885,430871.1
SO00522,MAT0026,20,517,76934.77
SO00523,MAT0057,10,230,95502.9
SO00523,MAT0047,20,787,87907.9
SO00523,MAT0058,30,867,133726.08
SO00523,MAT0054,40,671,125510.55
SO00524,MAT0144,10,176,76304.8
SO00524,MAT0134,20,567,166261.41
SO00525,MAT0089,10,182,47187.14
SO00526,MAT0098,10,409,98344.05
SO00527,MAT0168,10,389,138211.7
SO00527,MAT0193,20,23,4955.12
SO00527,MAT0051,30,552,212575.2
SO00528,MAT0188,10,322,139860.7
SO00528,MAT0166,20,497,195340.88
SO00529,MAT0112,10,714,177507.54
SO00530,MAT0086,10,211,62468.66
SO00530,MAT0189,20,439,6576.22
SO00530,MAT0152,30,765,252954.9
SO00531,MAT0133,10,877,401613.38
SO00531,MAT0000,20,432,204724.8
SO00532,MAT0173,10,544,54198.72
SO00533,MAT0043,10,619,293412.19
SO00534,MAT0189,10,693,10381.14
SO00534,MAT0038,20,157,34343.75
SO00535,MAT0131,10,120,24607.2
SO00536,MAT0122,10,634,223168.0
SO00536,MAT0198,20,518,158834.34
SO00537,MAT0101,10,707,30966.6
SO00537,MAT0061,20,398,173906.1
SO00537,MAT0013,30,438,201896.1
SO00537,MAT0063,40,747,94077.18
SO00537,MAT0172,50,615,88424.7
SO00538,MAT0128,10,213,65414.43
SO00538,MAT0067,20,334,162060.14
SO00539,MAT0175,10,505,106948.9
SO00539,MAT0025,20,340,7272.6
SO00540,MAT0175,10,243,51462.54
SO00540,MAT0014,20,728,219011.52
SO00540,MAT0063,30,206,25943.64
SO00540,MAT0121,40,814,24761.88
SO00540,MAT0025,50,576,12320.64
SO00541,MAT0081,10,224,53748.8
SO00542,MAT0094,10,131,36711.44
SO00542,MAT0107,20,860,2356.4
SO00543,MAT0157,10,858,90175.8
SO00544,MAT0121,10,215,6540.3
SO00544,MAT0194,20,427,210306.04
SO00544,MAT0148,30,301,140907.13
SO00544,MAT0014,40,121,36401.64
SO00544,MAT0091,50,617,8613.32
SO00545,MAT0042,10,107,42651.27
SO00545,MAT0116,20,773,231428.47
SO00546,MAT0079,10,702,118553.76
SO00546,MAT0180,20,656,72704.48
SO00546,MAT0003,30,151,9642.86
SO00547,MAT0012,10,620,156847.6
SO00547,MAT0069,20,427,168818.72
SO00547,MAT0041,30,784,302098.72
SO00547,MAT0105,40,301,103914.23
SO00548,MAT0198,10,433,132770.79
SO00548,MAT0097,20,302,3696.48
SO00548,MAT0188,30,642,278852.7
SO00549,MAT0067,10,447,216888.87
SO00549,MAT0127,20,700,324023.0
SO00550,MAT0163,10,997,98035.01
SO00550,MAT0177,20,332,95801.92
SO00550,MAT0190,30,719,30140.48
SO00550,MAT0096,40,568,185196.4
SO00550,MAT0085,50,522,37208.16
SO00551,MAT0173,10,557,55493.91
SO00551,MAT0121,20,917,27895.14
SO00552,MAT0161,10,263,112319.41
SO00552,MAT0029,20,412,16203.96
SO00552,MAT0085,30,672,47900.16
SO00553,MAT0186,10,512,246379.52
SO00553,MAT0175,20,553,117114.34
SO00554,MAT0119,10,671,72468.0
SO00554,MAT0050,20,877,391168.31
SO00554,MAT0193,30,161,34685.84
SO00554,MAT0161,40,326,139224.82
SO00555,MAT0147,10,169,45815.9
SO00555,MAT0146,20,344,130310.64
SO00555,MAT0175,30,213,45109.14
SO00555,MAT0112,40,416,103421.76
SO00555,MAT0094,50,130,36431.2
SO00556,MAT0186,10,940,452337.4
SO00556,MAT0165,20,300,58740.0
SO00556,MAT0083,30,833,81217.5
SO00557,MAT0184,10,675,249696.0
SO00557,MAT0176,20,364,157298.96
SO00557,MAT0145,30,589,257805.3
SO00557,MAT0042,40,535,213256.35
SO00557,MAT0122,50,672,236544.0
SO00558,MAT0126,10,550,131538.0
SO00559,MAT0003,10,773,49363.78
SO00559,MAT0117,20,569,248391.26
SO00559,MAT0002,30,285,122675.4
SO00559,MAT0172,40,739,106253.42
SO00559,MAT0086,50,868,256980.08
SO00560,MAT0106,10,643,242044.49
SO00560,MAT0183,20,742,210965.44
SO00560,MAT0179,30,178,21114.36
SO00560,MAT0154,40,527,79534.84
SO00560,MAT0127,50,352,162937.28
SO00561,MAT0044,10,735,99592.5
SO00561,MAT0007,20,920,100132.8
SO00561,MAT0067,30,978,474535.38
SO00562,MAT0139,10,32,13250.88
SO00562,MAT0044,20,646,87533.0
SO00562,MAT0103,30,613,272239.43
SO00562,MAT0142,40,788,203824.08
SO00563,MAT0097,10,642,7858.08
SO00563,MAT0000,20,933,442148.7
SO00563,MAT0054,30,472,88287.6
SO00563,MAT0055,40,466,6235.08
SO00564,MAT0042,10,769,306531.09
SO00564,MAT0048,20,477,99526.05
SO00565,MAT0059,10,190,59340.8
SO00565,MAT0159,20,317,142751.44
SO00565,MAT0047,30,594,66349.8
SO00565,MAT0041,40,897,345641.01
SO00566,MAT0139,10,356,147416.04
SO00566,MAT0040,20,548,112307.12
SO00566,MAT0144,30,514,222844.7
SO00566,MAT0031,40,81,7064.82
SO00566,MAT0063,50,710,89417.4
SO00567,MAT0159,10,568,255781.76
SO00567,MAT0040,20,759,155549.46
SO00567,MAT0054,30,473,88474.65
SO00568,MAT0153,10,756,170629.2
SO00568,MAT0191,20,90,20055.6
SO00568,MAT0151,30,233,71754.68
SO00569,MAT0090,10,819,32669.91
SO00569,MAT0004,20,639,277734.96
SO00569,MAT0160,30,861,373140.18
SO00569,MAT0144,40,701,303918.55
SO00570,MAT0010,10,687,155674.2
SO00570,MAT0143,20,153,70868.07
SO00570,MAT0040,30,366,75008.04
SO00571,MAT0078,10,567,93124.08
SO00572,MAT0133,10,270,123643.8
SO00572,MAT0015,20,581,131096.84
SO00573,MAT0181,10,185,80486.1
SO00573,MAT0153,20,217,48976.9
SO00573,MAT0046,30,494,157487.2
SO00573,MAT0135,40,925,242165.0
SO00573,MAT0081,50,879,210916.05
SO00574,MAT0128,10,692,212520.12
SO00574,MAT0165,20,916,179352.8
SO00574,MAT0170,30,867,249496.59
SO00575,MAT0090,10,556,22178.84
SO00575,MAT0155,20,563,274102.18
SO00575,MAT0166,30,850,334084.0
SO00576,MAT0022,10,246,9038.04
SO00576,MAT0049,20,565,241413.2
SO00577,MAT0002,10,749,322399.56
SO00578,MAT0193,10,80,17235.2
SO00578,MAT0189,20,460,6890.8
SO00578,MAT0119,30,536,57888.0
SO00579,MAT0172,10,972,139754.16
SO00579,MAT0035,20,725,51177.75
SO00579,MAT0073,30,19,3566.49
SO00579,MAT0077,40,155,53476.55
SO00579,MAT0022,50,558,20500.92
SO00580,MAT0019,10,414,33666.48
SO00580,MAT0001,20,362,116560.38
SO00580,MAT0106,30,96,36137.28
SO00581,MAT0180,10,823,91213.09
SO00582,MAT0023,10,273,54815.67
SO00582,MAT0056,20,913,405718.94
SO00582,MAT0132,30,215,16256.15
SO00582,MAT0025,40,38,812.82
SO00583,MAT0084,10,511,158128.95
SO00583,MAT0078,20,256,42045.44
SO00583,MAT0113,30,100,500.0
SO00584,MAT0111,10,3,61.08
SO00585,MAT0026,10,124,18452.44
SO00585,MAT0194,20,368,181247.36
SO00585,MAT0002,30,93,40030.92
SO00586,MAT0123,10,899,329636.33
SO00586,MAT0177,20,218,62906.08
SO00587,MAT0028,10,376,46281.84
SO00587,MAT0163,20,277,27237.41
SO00587,MAT0027,30,660,319842.6
SO00587,MAT0011,40,147,2229.99
SO00587,MAT0071,50,317,32882.41
SO00588,MAT0085,10,40,2851.2
SO00588,MAT0014,20,498,149818.32
SO00588,MAT0108,30,510,79452.9
SO00588,MAT0037,40,453,196751.49
SO00589,MAT0135,10,283,74089.4
SO00589,MAT0103,20,477,211840.47
SO00589,MAT0119,30,319,34452.0
SO00589,MAT0086,40,477,141220.62
SO00590,MAT0174,10,171,30976.65
SO00590,MAT0110,20,985,21689.7
SO00591,MAT0062,10,814,190703.92
SO00591,MAT0125,20,361,67427.58
SO00592,MAT0071,10,711,73752.03
SO00592,MAT0030,20,37,12931.5
SO00592,MAT0049,30,395,168775.6
SO00592,MAT0050,40,634,282783.02
SO00593,MAT0157,10,380,39938.0
SO00593,MAT0023,20,788,158222.52
SO00593,MAT0066,30,505,77871.0
SO00594,MAT0175,10,983,208179.74
SO00594,MAT0076,20,621,118772.46
SO00594,MAT0050,30,775,345673.25
SO00594,MAT0165,40,2,391.6
SO00595,MAT0107,10,200,548.0
SO00595,MAT0124,20,858,133582.02
SO00595,MAT0029,30,786,30913.38
SO00596,MAT0170,10,329,94676.33
SO00597,MAT0067,10,347,168367.87
SO00597,MAT0051,20,116,44671.6
SO00597,MAT0044,30,177,23983.5
SO00597,MAT0140,40,878,96176.12
SO00598,MAT0142,10,796,205893.36
SO00599,MAT0147,10,90,24399.0
SO00600,MAT0110,10,175,3853.5
SO00600,MAT0133,20,140,64111.6
SO00600,MAT0162,30,141,14004.12
SO00600,MAT0193,40,733,157917.52
SO00600,MAT0068,50,69,32057.4
SO00601,MAT0090,10,554,22099.06
SO00601,MAT0154,20,25,3773.0
SO00601,MAT0054,30,547,102316.35
SO00601,MAT0126,40,871,208308.36
SO00601,MAT0012,50,185,46801.3
SO00602,MAT0098,10,781,187791.45
SO00602,MAT0021,20,797,202876.35
SO00602,MAT0004,30,541,235140.24
SO00602,MAT0093,40,211,26786.45
SO00603,MAT0107,10,635,1739.9
SO00604,MAT0107,10,89,243.86
SO00604,MAT0038,20,316,69125.0
SO00604,MAT0149,30,549,170228.43
SO00604,MAT0058,40,987,152234.88
SO00605,MAT0067,10,199,96556.79
SO00605,MAT0077,20,367,126618.67
SO00606,MAT0122,10,327,115104.0
SO00606,MAT0170,20,42,12086.34
SO00607,MAT0035,10,54,3811.86
SO00607,MAT0093,20,675,85691.25
SO00608,MAT0162,10,79,7846.28
SO00609,MAT0030,10,73,25513.5
SO00610,MAT0015,10,936,211199.04
SO00610,MAT0073,20,856,160679.76
SO00610,MAT0020,30,687,319200.81
SO00610,MAT0169,40,910,136045.0
SO00611,MAT0112,10,388,96460.68
SO00611,MAT0094,20,773,216625.52
SO00612,MAT0061,10,78,34082.1
SO00612,MAT0157,20,442,46454.2
SO00612,MAT0110,30,160,3523.2
SO00613,MAT0000,10,754,357320.6
SO00613,MAT0032,20,167,53030.85
SO00613,MAT0049,30,984,420443.52
SO00614,MAT0097,10,418,5116.32
SO00614,MAT0008,20,126,22371.3
SO00614,MAT0074,30,897,165200.49
SO00614,MAT0192,40,200,29666.0
SO00614,MAT0128,50,815,250294.65
SO00615,MAT0177,10,242,69831.52
SO00615,MAT0156,20,322,142600.92
SO00616,MAT0159,10,616,277397.12
SO00616,MAT0117,20,424,185092.96
SO00617,MAT0172,10,791,113729.98
SO00618,MAT0030,10,479,167410.5
SO00618,MAT0174,20,977,176983.55
SO00618,MAT0096,30,649,211606.45
SO00618,MAT0021,40,362,92147.1
SO00619,MAT0167,10,925,412929.25
SO00619,MAT0125,20,723,135041.94
SO00619,MAT0139,30,848,351148.32
SO00619,MAT0072,40,149,53918.63
SO00620,MAT0025,10,76,1625.64
SO00620,MAT0048,20,887,185072.55
SO00620,MAT0013,30,696,320821.2
SO00621,MAT0046,10,103,32836.4
SO00621,MAT0101,20,743,32543.4
SO00621,MAT0029,30,183,7197.39
SO00622,MAT0037,10,226,98158.58
SO00623,MAT0178,10,107,44181.37
SO00623,MAT0079,20,713,120411.44
SO00623,MAT0164,30,542,88400.2
SO00623,MAT0143,40,399,184812.81
SO00624,MAT0059,10,314,98068.48
SO00625,MAT0119,10,300,32400.0
SO00625,MAT0093,20,844,107145.8
SO00626,MAT0049,10,402,171766.56
SO00626,MAT0061,20,734,320721.3
SO00626,MAT0192,30,944,140023.52
SO00627,MAT0175,10,248,52521.44
SO00627,MAT0170,20,362,104172.74
SO00628,MAT0143,10,88,40760.72
SO00629,MAT0184,10,148,54748.16
SO00630,MAT0003,10,254,16220.44
SO00630,MAT0101,20,537,23520.6
SO00630,MAT0143,30,745,345076.55
SO00630,MAT0059,40,850,265472.0
SO00630,MAT0131,50,274,56186.44
SO00631,MAT0167,10,501,223651.41
SO00631,MAT0170,20,37,10647.49
SO00631,MAT0176,30,76,32842.64
SO00632,MAT0097,10,403,4932.72
SO00633,MAT0002,10,857,368887.08
SO00634,MAT0024,10,531,207849.33
SO00634,MAT0012,20,751,189987.98
SO00634,MAT0110,30,249,5482.98
SO00634,MAT0021,40,500,127275.0
SO00634,MAT0135,50,473,123831.4
SO00635,MAT0100,10,596,106868.76
SO00636,MAT0135,10,287,75136.6
SO00636,MAT0122,20,225,79200.0
SO00636,MAT0135,30,39,10210.2
SO00636,MAT0003,40,60,3831.6
SO00636,MAT0029,50,737,28986.21
SO00637,MAT0133,10,333,152494.02
SO00637,MAT0163,20,314,30875.62
SO00637,MAT0199,30,269,14595.94
SO00637,MAT0153,40,31,6996.7
SO00637,MAT0148,50,690,323009.7
SO00638,MAT0170,10,787,226474.99
SO00639,MAT0165,10,783,153311.4
SO00640,MAT0102,10,267,96691.38
SO00640,MAT0141,20,228,94084.2
SO00640,MAT0191,30,199,44345.16
SO00640,MAT0075,40,364,33491.64
SO00641,MAT0124,10,492,76599.48
SO00641,MAT0150,20,707,273248.43
SO00641,MAT0134,30,795,233117.85
SO00641,MAT0025,40,983,21026.37
SO00642,MAT0183,10,574,163199.68
SO00642,MAT0199,20,658,35703.08
SO00642,MAT0175,30,107,22660.46
SO00642,MAT0114,40,590,48816.6
SO00643,MAT0101,10,165,7227.0
SO00643,MAT0055,20,976,13058.88
SO00643,MAT0040,30,234,47955.96
SO00644,MAT0011,10,997,15124.49
SO00644,MAT0155,20,769,374395.34
SO00644,MAT0148,30,653,305688.89
SO00644,MAT0091,40,56,781.76
SO00645,MAT0092,10,749,263108.72
SO00645,MAT0098,20,307,73818.15
SO00645,MAT0077,30,248,85562.48
SO00645,MAT0046,40,302,96277.6
SO00646,MAT0104,10,823,84587.94
SO00647,MAT0079,10,898,151654.24
SO00648,MAT0091,10,117,1633.32
SO00648,MAT0063,20,101,12719.94
SO00648,MAT0089,30,731,189526.37
SO00648,MAT0134,40,273,80051.79
SO00648,MAT0122,50,83,29216.0
SO00649,MAT0096,10,205,66840.25
SO00650,MAT0108,10,21,3271.59
SO00650,MAT0194,20,357,175829.64
SO00650,MAT0154,30,199,30033.08
SO00650,MAT0196,40,247,100017.71
SO00651,MAT0179,10,728,86355.36
SO00651,MAT0075,20,624,57414.24
SO00652,MAT0005,10,266,94722.6
SO00652,MAT0023,20,169,33933.51
SO00652,MAT0167,30,676,301773.16
SO00652,MAT0147,40,553,149918.3
SO00653,MAT0100,10,188,33710.28
SO00653,MAT0011,20,328,4975.76
SO00653,MAT0003,30,737,47064.82
SO00653,MAT0067,40,243,117906.03
SO00653,MAT0002,50,941,405044.04
SO00654,MAT0044,10,800,108400.0
SO00654,MAT0115,20,223,70604.03
SO00654,MAT0029,30,843,33155.19
SO00655,MAT0083,10,114,11115.0
SO00656,MAT0076,10,195,37295.7
SO00656,MAT0097,20,499,6107.76
SO00656,MAT0179,30,180,21351.6
SO00656,MAT0038,40,558,122062.5
SO00657,MAT0174,10,708,128254.2
SO00657,MAT0102,20,943,341498.02
SO00657,MAT0066,30,831,128140.2
SO00657,MAT0122,40,909,319968.0
SO00657,MAT0106,50,771,290227.53
SO00658,MAT0169,10,313,46793.5
SO00659,MAT0032,10,702,222920.1
SO00659,MAT0055,20,378,5057.64
SO00660,MAT0010,10,657,148876.2
SO00660,MAT0046,20,526,167688.8
SO00660,MAT0059,30,834,260474.88
SO00660,MAT0036,40,636,230410.08
SO00661,MAT0154,10,660,99607.2
SO00661,MAT0118,20,983,210538.94
SO00661,MAT0117,30,249,108698.46
SO00661,MAT0145,40,822,359789.4
SO00662,MAT0153,10,775,174917.5
SO00662,MAT0120,20,453,21531.09
SO00663,MAT0006,10,763,25903.85
SO00663,MAT0155,20,770,374882.2
SO00663,MAT0114,30,779,64454.46
SO00664,MAT0175,10,919,194625.82
SO00664,MAT0007,20,361,39291.24
SO00664,MAT0037,30,901,391331.33
SO00664,MAT0114,40,379,31358.46
SO00664,MAT0129,50,402,183295.92
SO00665,MAT0149,10,914,283403.98
SO00666,MAT0007,10,318,34611.12
SO00666,MAT0189,20,977,14635.46
SO00666,MAT0148,30,177,82859.01
SO00666,MAT0149,40,620,192243.4
SO00666,MAT0144,50,867,375887.85
SO00667,MAT0127,10,262,121277.18
SO00668,MAT0044,10,548,74254.0
SO00668,MAT0049,20,572,244404.16
SO00668,MAT0098,30,959,230591.55
SO00669,MAT0067,10,143,69385.03
SO00669,MAT0163,20,939,92331.87
SO00669,MAT0170,30,590,169784.3
SO00669,MAT0028,40,591,72746.19
SO00669,MAT0004,50,663,288166.32
SO00670,MAT0166,10,679,266874.16
SO00670,MAT0175,20,56,11859.68
SO00670,MAT0160,30,373,161650.74
SO00670,MAT0002,40,23,9900.12
SO00671,MAT0077,10,188,64861.88
SO00671,MAT0068,20,730,339158.0
SO00671,MAT0183,30,417,118561.44
SO00671,MAT0054,40,19,3553.95
SO00671,MAT0134,50,629,184441.67
SO00672,MAT0074,10,432,79561.44
SO00673,MAT0036,10,700,253596.0
SO00673,MAT0054,20,425,79496.25
SO00674,MAT0139,10,98,40580.82
SO00674,MAT0122,20,297,104544.0
SO00674,MAT0146,30,913,345853.53
SO00675,MAT0018,10,507,237717.09
SO00676,MAT0045,10,625,202775.0
SO00676,MAT0166,20,701,275521.04
SO00676,MAT0181,30,481,209263.86
SO00676,MAT0103,40,938,416575.18
SO00677,MAT0029,10,519,20412.27
SO00677,MAT0140,20,607,66490.78
SO00678,MAT0187,10,29,2162.53
SO00678,MAT0142,20,509,131657.94
SO00678,MAT0079,30,628,106056.64
SO00678,MAT0061,40,924,403741.8
SO00679,MAT0113,10,711,3555.0
SO00679,MAT0190,20,736,30853.12
SO00680,MAT0025,10,891,19058.49
SO00681,MAT0003,10,631,40295.66
SO00681,MAT0194,20,382,188142.64
SO00682,MAT0021,10,785,199821.75
SO00682,MAT0088,20,507,241220.46
SO00683,MAT0012,10,959,242607.82
SO00684,MAT0008,10,794,140974.7
SO00684,MAT0164,20,739,120530.9
SO00684,MAT0061,30,476,207988.2
SO00684,MAT0053,40,206,54927.84
SO00685,MAT0121,10,821,24974.82
SO00685,MAT0157,20,337,35418.7
SO00685,MAT0103,30,612,271795.32
SO00685,MAT0091,40,815,11377.4
SO00685,MAT0012,50,514,130031.72
SO00686,MAT0187,10,400,29828.0
SO00686,MAT0157,20,605,63585.5
SO00687,MAT0072,10,997,360784.39
SO00687,MAT0099,20,963,237090.6
SO00688,MAT0075,10,979,90077.79
SO00689,MAT0097,10,235,2876.4
SO00689,MAT0048,20,766,159825.9
SO00689,MAT0092,30,583,204796.24
SO00689,MAT0025,40,905,19357.95
SO00689,MAT0102,50,23,8329.22
SO00690,MAT0027,10,415,201113.15
SO00690,MAT0121,20,667,20290.14
SO00690,MAT0034,30,937,457565.21
SO00691,MAT0072,10,393,142214.91
SO00691,MAT0140,20,216,23660.64
SO00692,MAT0182,10,553,139604.85
SO00692,MAT0118,20,688,147355.84
SO00692,MAT0078,30,379,62246.96
SO00692,MAT0037,40,76,33009.08
SO00692,MAT0014,50,664,199757.76
SO00693,MAT0081,10,366,87821.7
SO00694,MAT0058,10,378,58302.72
SO00694,MAT0025,20,795,17005.05
SO00695,MAT0028,10,55,6769.95
SO00695,MAT0150,20,160,61838.4
SO00695,MAT0189,30,524,7849.52
SO00696,MAT0153,10,310,69967.0
SO00696,MAT0139,20,465,192551.85
SO00696,MAT0076,30,66,12623.16
SO00696,MAT0113,40,760,3800.0
SO00697,MAT0018,10,645,302421.15
SO00698,MAT0111,10,801,16308.36
SO00698,MAT0115,20,388,122844.68
SO00698,MAT0055,30,78,1043.64
SO00698,MAT0013,40,872,401948.4
SO00699,MAT0096,10,71,23149.55
SO00700,MAT0153,10,20,4514.0
SO00701,MAT0120,10,775,36835.75
SO00701,MAT0089,20,541,140265.07
SO00702,MAT0077,10,920,317409.2
SO00702,MAT0074,20,557,102582.69
SO00702,MAT0075,30,378,34779.78
SO00703,MAT0161,10,21,8968.47
SO00703,MAT0004,20,884,384221.76
SO00703,MAT0004,30,365,158643.6
SO00704,MAT0042,10,396,157849.56
SO00704,MAT0129,20,225,102591.0
SO00704,MAT0121,30,610,18556.2
SO00705,MAT0175,10,426,90218.28
SO00705,MAT0136,20,756,162199.8
SO00705,MAT0062,30,415,97226.2
SO00705,MAT0121,40,611,18586.62
SO00705,MAT0030,50,822,287289.0
SO00706,MAT0001,10,752,242136.48
SO00706,MAT0107,20,323,885.02
SO00706,MAT0045,30,410,133020.4
SO00706,MAT0002,40,313,134727.72
SO00707,MAT0052,10,453,41377.02
SO00707,MAT0041,20,214,82460.62
SO00707,MAT0188,30,859,373106.65
SO00707,MAT0028,40,347,42712.23
