vendor_id,vendor_name,city,country
VEND0922,Wang Group,Lake Nicole,Fiji
VEND0923,Velez PLC,Port Timothyville,Benin
VEND0924,"Robinson, Hensley and Mclaughlin",South Jo,Turkmenistan
VEND0925,"Haney, Kemp and Beard",Port Justinfort,Thailand
VEND0926,"Chavez, Wilson and Dominguez",Margarethaven,Ghana
VEND0927,Gonzales PLC,Christopherchester,Jordan
VEND0928,York LLC,East Judith,Netherlands
VEND0929,Sanchez Inc,Brandtside,Tokelau
VEND0930,Welch Group,North Rogerburgh,El Salvador
VEND0931,"Campbell, Glass and Jones",Keithburgh,Syrian Arab Republic
VEND0932,Scott-Fowler,New David,Saint Helena
VEND0933,Pena-James,Brianhaven,United Kingdom
VEND0934,Mccullough-Oconnor,Alexismouth,Georgia
VEND0935,Jones Group,Amyberg,Antarctica (the territory South of 60 deg S)
VEND0936,Davenport-Mitchell,New Kellymouth,Finland
VEND0937,Delgado-Johnson,Jonesberg,Guinea
VEND0938,Hughes-Mitchell,West Charles,Sweden
VEND0939,Andrade Inc,Justinhaven,Solomon Islands
VEND0940,Rowe-Navarro,Port James,Moldova
VEND0941,Woods-Patton,South Ashleyhaven,Christmas Island
VEND0942,"Phelps, Glover and Williams",North Brentbury,Nigeria
VEND0943,Estrada Group,West Valerie,Ghana
VEND0944,"Moody, Dean and Mccoy",North Ashley,Namibia
VEND0945,"Woods, Freeman and Wheeler",Wesleyberg,Saudi Arabia
VEND0946,"Davis, Wilson and Bray",West Anthony,Saint Lucia
VEND0947,Smith-Lara,New Cindy,Guinea
VEND0948,Valdez-Adams,Kellyhaven,Tonga
VEND0949,Bell PLC,North Leslie,Yemen
VEND0950,Foster-Shepherd,Stephanieville,Malaysia
VEND0951,Brown-Turner,West Benjaminview,Palau
VEND0952,Johnson Group,Mitchellshire,Aruba
VEND0953,Johnson PLC,Grimesport,Suriname
VEND0954,"Carson, Gould and Kelly",East Richard,Sierra Leone
VEND0955,Reed-Richards,New Sarah,French Guiana
VEND0956,Olsen Ltd,Robertmouth,Palau
VEND0957,Rush-Brewer,Lake Daniel,Serbia
VEND0958,Welch-Jennings,West Michael,Western Sahara
VEND0959,Simpson-Ellis,Jacobborough,Nauru
VEND0960,"Jones, Knight and Smith",New Patricia,Yemen
VEND0961,"Barry, Murray and Wilkerson",South Ambershire,Haiti
VEND0962,Kim-Robinson,Laurenmouth,French Polynesia
VEND0963,"Chavez, Myers and Smith",North Derekfurt,Sweden
VEND0964,Weber Ltd,Clayhaven,United States Virgin Islands
VEND0965,Potter Group,West Karen,Portugal
VEND0966,"Holt, Fletcher and Garza",South Jefferyview,Swaziland
VEND0967,"Johns, Scott and Dickerson",Billyborough,Barbados
VEND0968,"Bryan, Flowers and Fleming",New Margarethaven,Singapore
VEND0969,Brown-Green,Paulastad,Fiji
VEND0970,Martin and Sons,Port Williamside,Saint Vincent and the Grenadines
VEND0971,"Ford, Lynch and Lewis",North Shelly,Lithuania
VEND0972,Greene PLC,Rosefort,Costa Rica
VEND0973,"Powell, Rodriguez and Swanson",South Hannah,China
VEND0974,Perez Inc,East Shane,Iceland
VEND0975,Haney-Jones,Griffinland,Djibouti
VEND0976,Taylor Inc,Sherryton,Ecuador
VEND0977,Miles and Sons,Kristinabury,Paraguay
VEND0978,Black PLC,Burnsbury,Malaysia
VEND0979,"Smith, Lucero and Davis",Wilsonbury,Tanzania
VEND0980,"Evans, Faulkner and Patterson",New Markton,Greece
VEND0981,Ortega PLC,Port Melanieville,Tokelau
VEND0982,Hopkins-Wolf,West Veronicaview,Nauru
VEND0983,Mccarthy PLC,Sarahstad,Suriname
VEND0984,Porter-Jones,Parkerbury,Guam
VEND0985,Griffin and Sons,Margaretstad,Cote d'Ivoire
VEND0986,Norris PLC,Kirstenfort,Benin
VEND0987,Walker-Pierce,Gabrielhaven,Iran
VEND0988,Hammond Ltd,Robertbury,Bahrain
VEND0989,Sheppard-Manning,Nicholeland,Lesotho
VEND0990,Holt-Higgins,Meyersside,Colombia
VEND0991,Ballard-Torres,Deborahburgh,Lao People's Democratic Republic
VEND0992,Henson Group,New Kristyhaven,Malawi
VEND0993,Nelson LLC,Maxberg,Guatemala
VEND0994,"Barrett, Russo and Jordan",Lake Ericaland,French Polynesia
VEND0995,Abbott-Decker,North Joan,Central African Republic
VEND0996,"Juarez, Martin and Avery",Hartmanton,Vanuatu
VEND0997,Landry-Maldonado,New Jamesborough,Yemen
VEND0998,Lynch-Williams,New Lisa,Paraguay
VEND0999,Dunn-Maynard,Diazfort,Iceland
