customer_id,customer_name,city,country
CUST0921,Saunders PLC,Alanton,New Zealand
CUST0922,Anderson PLC,Montoyaport,Northern Mariana Islands
CUST0923,Andrews PLC,Ginachester,Oman
CUST0924,Reyes-Mccormick,South Kathryn,Aruba
CUST0925,Hernandez PLC,Davidville,Togo
CUST0926,Quinn-Baker,North Samuel,French Polynesia
CUST0927,Cunningham-Green,West Christinemouth,Dominican Republic
CUST0928,Nguyen Group,West Albert,San Marino
CUST0929,Perez-Carpenter,South Rebeccahaven,Ecuador
CUST0930,Mccormick-Rodriguez,Alexismouth,Indonesia
CUST0931,Jones-Green,New Joel,Bangladesh
CUST0932,Taylor Inc,Jamesmouth,Zambia
CUST0933,Griffith-Matthews,Farrellchester,Hungary
CUST0934,Cook LLC,New Clinton,Dominican Republic
CUST0935,"Moreno, Martinez and Foster",East Joshua,Niue
CUST0936,"Hammond, Richardson and Turner",Robertsberg,Lesotho
CUST0937,King PLC,Edwinmouth,Ecuador
CUST0938,"Graves, Torres and Anderson",South Sabrinaborough,Liberia
CUST0939,"Mcdonald, Phillips and Brooks",North Markside,Palestinian Territory
CUST0940,Boyd-Morrow,West Michelleland,Samoa
CUST0941,Allen-Hall,East Mariah,Tajikistan
CUST0942,Glenn-Mills,Jonathanhaven,Finland
CUST0943,"Dunn, Cowan and Clark",Port Jamesland,Saint Vincent and the Grenadines
CUST0944,"Atkins, Larson and Haney",Hardyville,Armenia
CUST0945,"Porter, Guerrero and Davenport",East Matthew,Malta
CUST0946,Hart-Werner,New Mark,Norway
CUST0947,"Ritter, Oneill and Schwartz",North Deborah,Nigeria
CUST0948,Alvarez Ltd,West Jason,Singapore
CUST0949,"Garcia, Murphy and Lopez",Chandlerfurt,Niger
CUST0950,"Navarro, Diaz and Case",New Andrewland,Turks and Caicos Islands
CUST0951,Thompson-Butler,West Katieland,Zambia
CUST0952,"Powell, Wells and Anderson",Banksport,Belgium
CUST0953,"Valenzuela, Blake and Allen",Courtneystad,Niger
CUST0954,Oconnor Group,Hugheschester,Guinea-Bissau
CUST0955,Fox-Moore,New Barbarashire,Guyana
CUST0956,"Carter, Roberts and Gray",Danielside,El Salvador
CUST0957,Holmes PLC,North Sierra,Zimbabwe
CUST0958,Wilkins Group,West Patrick,Grenada
CUST0959,"Harris, Hudson and Hardy",Lake Tiffanyberg,Tanzania
CUST0960,Wu LLC,Port Johnburgh,Saint Pierre and Miquelon
CUST0961,Kramer Group,Dodsonberg,Yemen
CUST0962,Hurley Ltd,South Joseph,Paraguay
CUST0963,"Lopez, Kelley and Coleman",East Jennifer,Lithuania
CUST0964,Lang PLC,Lake John,Jordan
CUST0965,Garcia Inc,North Christopher,India
CUST0966,Stewart-Martin,Tarafort,Estonia
CUST0967,Alvarez and Sons,Armstrongview,Syrian Arab Republic
CUST0968,Yang PLC,East Richardstad,Cape Verde
CUST0969,Richardson PLC,Jackville,Fiji
CUST0970,Garcia Ltd,Gloverside,Jersey
CUST0971,"Salazar, Thornton and Brown",Ianbury,Faroe Islands
CUST0972,James and Sons,Rayfort,Bolivia
CUST0973,Lewis PLC,East Ernestbury,Moldova
CUST0974,"Hoover, Brown and Fuller",Jeremyview,Central African Republic
CUST0975,"Richardson, Wood and Allen",Charlesfort,Bosnia and Herzegovina
CUST0976,"Wood, Brown and Daniels",West Dennisport,Grenada
CUST0977,Scott Inc,Port Thomaston,United States Virgin Islands
CUST0978,Castaneda-Walsh,Port Jessicaport,Ghana
CUST0979,"Carter, Alexander and Villa",Lake Lauraberg,Brazil
CUST0980,Sloan-Johnson,South Andrewside,American Samoa
CUST0981,Williams-Hall,Lake Tammy,French Southern Territories
CUST0982,Dunn-Kelly,Johnsonland,Zambia
CUST0983,Price-Woods,Jasmineshire,Costa Rica
CUST0984,Howard-Knapp,Jacksonport,Ghana
CUST0985,"Thompson, Newton and Cochran",Burnsmouth,Algeria
CUST0986,Berry Ltd,Schmittville,Liberia
CUST0987,"Moore, Horton and Greene",New Kelsey,Saint Pierre and Miquelon
CUST0988,Vasquez-Ballard,Benjaminchester,Martinique
CUST0989,Sellers and Sons,Stewarthaven,Switzerland
CUST0990,"Walker, May and Wells",Courtneyland,Bulgaria
CUST0991,Davis-Garcia,Lake Kellyburgh,Congo
CUST0992,Cooper-Lewis,Port Joshua,Vanuatu
CUST0993,"Hebert, Edwards and Johnston",North Eric,Bahamas
CUST0994,"Brooks, Williams and Jones",Mariahtown,Jamaica
CUST0995,Anderson-Young,Castillofort,Czech Republic
CUST0996,Davila LLC,Port Mark,Paraguay
CUST0997,Martinez-Barajas,South Heather,Micronesia
CUST0998,"Benson, Jordan and Maldonado",East Stacey,Bosnia and Herzegovina
CUST0999,"Bray, Edwards and Booker",South Dana,Guam
CUST9001,Acme Corp,Springfield,USA
CUST9002,Acme Corporation,Springfield,USA
CUST9003,Acme Corp.,Springfield,USA
